date,vessel_type,origin_country,freight_rate_usd_per_tonne,bunker_price_usd_per_tonne_ifo380,port_congestion_index
2024-12-08,Panamax,USA,17.39,412.4,0.48
2024-12-09,Panamax,USA,17.31,422.6,0.47
2024-12-10,Panamax,USA,17.41,408.9,0.724
2024-12-11,Panamax,USA,17.9,374.1,0.616
2024-12-12,Panamax,USA,17.69,418.2,0.533
2024-12-13,Panamax,USA,17.64,413.9,0.347
2024-12-14,Panamax,USA,17.79,395.2,0.737
2024-12-15,Panamax,USA,17.82,394.6,0.637
2024-12-16,Panamax,USA,18.51,413.0,0.756
2024-12-17,Panamax,USA,18.79,423.1,0.553
2024-12-18,Panamax,USA,18.14,423.6,0.626
2024-12-19,Panamax,USA,17.73,434.1,0.486
2024-12-20,Panamax,USA,17.18,415.1,0.617
2024-12-21,Panamax,USA,17.44,413.0,0.534
2024-12-22,Panamax,USA,16.85,392.8,0.571
2024-12-23,Panamax,USA,16.91,377.5,0.784
2024-12-24,Panamax,USA,16.95,397.6,0.407
2024-12-25,Panamax,USA,16.68,386.2,0.567
2024-12-26,Panamax,USA,16.87,411.6,0.512
2024-12-27,Panamax,USA,17.24,401.3,0.415
2024-12-28,Panamax,USA,16.83,389.6,0.287
2024-12-29,Panamax,USA,16.89,410.3,0.438
2024-12-30,Panamax,USA,16.69,420.9,0.415
2024-12-31,Panamax,USA,16.39,398.9,0.41
2025-01-01,Panamax,USA,15.62,396.3,0.535
2025-01-02,Panamax,USA,15.79,394.2,0.623
2025-01-03,Panamax,USA,15.64,433.2,0.415
2025-01-04,Panamax,USA,15.19,390.4,0.679
2025-01-05,Panamax,USA,14.81,370.9,0.699
2025-01-06,Panamax,USA,14.86,428.8,0.517
2025-01-07,Panamax,USA,15.24,400.9,0.434
2025-01-08,Panamax,USA,14.75,397.2,0.464
2025-01-09,Panamax,USA,15.24,401.1,0.53
2025-01-10,Panamax,USA,15.53,379.0,0.732
2025-01-11,Panamax,USA,16.11,410.7,0.653
2025-01-12,Panamax,USA,16.11,415.0,0.652
2025-01-13,Panamax,USA,16.27,405.7,0.633
2025-01-14,Panamax,USA,16.17,407.9,0.304
2025-01-15,Panamax,USA,16.42,374.3,0.202
2025-01-16,Panamax,USA,16.88,407.2,0.446
2025-01-17,Panamax,USA,16.7,416.7,0.6
2025-01-18,Panamax,USA,16.54,385.7,0.451
2025-01-19,Panamax,USA,16.03,388.5,0.475
2025-01-20,Panamax,USA,16.54,407.8,0.604
2025-01-21,Panamax,USA,16.94,395.1,0.748
2025-01-22,Panamax,USA,16.61,391.7,0.544
2025-01-23,Panamax,USA,16.99,407.0,0.522
2025-01-24,Panamax,USA,16.93,408.8,0.194
2025-01-25,Panamax,USA,15.98,400.4,0.531
2025-01-26,Panamax,USA,15.07,397.7,0.66
2025-01-27,Panamax,USA,14.0,369.9,0.5
2025-01-28,Panamax,USA,14.45,400.2,0.511
2025-01-29,Panamax,USA,14.09,391.7,0.481
2025-01-30,Panamax,USA,13.56,363.5,0.419
2025-01-31,Panamax,USA,13.62,387.2,0.586
2025-02-01,Panamax,USA,13.38,372.4,0.326
2025-02-02,Panamax,USA,13.24,411.0,0.414
2025-02-03,Panamax,USA,12.74,388.9,0.375
2025-02-04,Panamax,USA,13.45,399.3,0.631
2025-02-05,Panamax,USA,13.6,397.2,0.286
2025-02-06,Panamax,USA,13.89,413.3,0.581
2025-02-07,Panamax,USA,14.2,416.6,0.442
2025-02-08,Panamax,USA,14.12,403.3,0.608
2025-02-09,Panamax,USA,14.37,413.0,0.31
2025-02-10,Panamax,USA,14.63,403.2,0.584
2025-02-11,Panamax,USA,14.4,409.2,0.691
2025-02-12,Panamax,USA,14.1,396.7,0.581
2025-02-13,Panamax,USA,14.78,417.5,0.768
2025-02-14,Panamax,USA,14.34,392.3,0.499
2025-02-15,Panamax,USA,14.31,397.8,0.642
2025-02-16,Panamax,USA,14.64,394.2,0.709
2025-02-17,Panamax,USA,14.86,417.8,0.224
2025-02-18,Panamax,USA,14.93,381.6,0.469
2025-02-19,Panamax,USA,15.17,395.4,0.395
2025-02-20,Panamax,USA,14.41,387.4,0.599
2025-02-21,Panamax,USA,13.92,395.4,0.618
2025-02-22,Panamax,USA,14.19,399.0,0.302
2025-02-23,Panamax,USA,14.98,393.0,0.217
2025-02-24,Panamax,USA,14.36,400.6,0.399
2025-02-25,Panamax,USA,14.95,359.6,0.606
2025-02-26,Panamax,USA,14.71,376.3,0.429
2025-02-27,Panamax,USA,14.27,373.5,0.776
2025-02-28,Panamax,USA,14.34,376.1,0.661
2025-03-01,Panamax,USA,14.45,376.6,0.33
2025-03-02,Panamax,USA,15.52,413.9,0.521
2025-03-03,Panamax,USA,15.64,379.7,0.338
2025-03-04,Panamax,USA,16.26,392.4,0.672
2025-03-05,Panamax,USA,15.54,389.4,0.411
2025-03-06,Panamax,USA,15.14,404.1,0.448
2025-03-07,Panamax,USA,15.57,395.9,0.538
2025-03-08,Panamax,USA,15.67,409.6,0.21
2025-03-09,Panamax,USA,15.83,421.9,0.297
2025-03-10,Panamax,USA,15.7,396.9,0.393
2025-03-11,Panamax,USA,15.3,385.2,0.698
2025-03-12,Panamax,USA,14.78,406.2,0.545
2025-03-13,Panamax,USA,15.57,382.4,0.647
2025-03-14,Panamax,USA,15.63,372.3,0.385
2025-03-15,Panamax,USA,14.62,396.2,0.515
2025-03-16,Panamax,USA,14.73,403.4,0.425
2025-03-17,Panamax,USA,14.3,403.9,0.575
2025-03-18,Panamax,USA,14.87,379.1,0.397
2025-03-19,Panamax,USA,15.02,387.5,0.358
2025-03-20,Panamax,USA,15.91,373.9,0.234
2025-03-21,Panamax,USA,15.58,382.6,0.668
2025-03-22,Panamax,USA,15.82,420.7,0.599
2025-03-23,Panamax,USA,15.66,405.4,0.433
2025-03-24,Panamax,USA,15.14,394.0,0.587
2025-03-25,Panamax,USA,15.58,410.5,0.272
2025-03-26,Panamax,USA,15.48,380.3,0.45
2025-03-27,Panamax,USA,15.4,400.8,0.7
2025-03-28,Panamax,USA,14.39,393.4,0.345
2025-03-29,Panamax,USA,14.28,420.5,0.354
2025-03-30,Panamax,USA,13.62,397.1,0.371
2025-03-31,Panamax,USA,13.97,387.8,0.239
2025-04-01,Panamax,USA,14.41,399.2,0.536
2025-04-02,Panamax,USA,14.75,405.6,0.268
2025-04-03,Panamax,USA,14.53,399.2,0.543
2025-04-04,Panamax,USA,14.62,381.3,0.344
2025-04-05,Panamax,USA,15.41,347.7,0.416
2025-04-06,Panamax,USA,15.64,397.0,0.289
2025-04-07,Panamax,USA,16.85,380.8,0.371
2025-04-08,Panamax,USA,16.37,380.1,0.216
2025-04-09,Panamax,USA,16.43,397.6,0.311
2025-04-10,Panamax,USA,16.73,399.9,0.418
2025-04-11,Panamax,USA,17.34,395.3,0.569
2025-04-12,Panamax,USA,16.79,397.8,0.416
2025-04-13,Panamax,USA,16.72,404.9,0.623
2025-04-14,Panamax,USA,17.22,413.9,0.518
2025-04-15,Panamax,USA,18.21,386.3,0.189
2025-04-16,Panamax,USA,17.54,403.9,0.438
2025-04-17,Panamax,USA,18.39,364.8,0.72
2025-04-18,Panamax,USA,18.08,394.2,0.207
2025-04-19,Panamax,USA,17.8,366.0,0.444
2025-04-20,Panamax,USA,17.13,405.1,0.342
2025-04-21,Panamax,USA,16.68,395.4,0.362
2025-04-22,Panamax,USA,16.09,357.8,0.314
2025-04-23,Panamax,USA,15.86,396.7,0.545
2025-04-24,Panamax,USA,16.62,408.7,0.339
2025-04-25,Panamax,USA,16.64,404.9,0.448
2025-04-26,Panamax,USA,16.45,377.6,0.344
2025-04-27,Panamax,USA,16.71,413.4,0.594
2025-04-28,Panamax,USA,16.54,392.0,0.405
2025-04-29,Panamax,USA,17.32,384.3,0.682
2025-04-30,Panamax,USA,17.5,379.8,0.148
2025-05-01,Panamax,USA,16.92,395.1,0.198
2025-05-02,Panamax,USA,16.25,397.9,0.355
2025-05-03,Panamax,USA,16.97,372.8,0.277
2025-05-04,Panamax,USA,16.9,366.7,0.319
2025-05-05,Panamax,USA,16.87,380.7,0.561
2025-05-06,Panamax,USA,17.11,409.1,0.362
2025-05-07,Panamax,USA,18.33,373.0,0.465
2025-05-08,Panamax,USA,18.45,400.6,0.244
2025-05-09,Panamax,USA,18.62,373.8,0.606
2025-05-10,Panamax,USA,17.28,390.9,0.282
2025-05-11,Panamax,USA,17.39,400.6,0.081
2025-05-12,Panamax,USA,17.18,374.1,0.247
2025-05-13,Panamax,USA,17.17,367.3,0.421
2025-05-14,Panamax,USA,17.51,412.2,0.477
2025-05-15,Panamax,USA,16.91,374.8,0.386
2025-05-16,Panamax,USA,15.68,388.7,0.266
2025-05-17,Panamax,USA,16.41,378.0,0.457
2025-05-18,Panamax,USA,17.79,390.9,0.315
2025-05-19,Panamax,USA,16.74,395.3,0.196
2025-05-20,Panamax,USA,16.28,399.8,0.303
2025-05-21,Panamax,USA,16.51,388.5,0.512
2025-05-22,Panamax,USA,16.28,400.1,0.354
2025-05-23,Panamax,USA,15.99,386.1,0.426
2025-05-24,Panamax,USA,15.94,401.0,0.347
2025-05-25,Panamax,USA,16.07,399.2,0.338
2025-05-26,Panamax,USA,16.07,387.2,0.345
2025-05-27,Panamax,USA,15.95,384.3,0.171
2025-05-28,Panamax,USA,16.45,407.1,0.244
2025-05-29,Panamax,USA,16.08,389.4,0.222
2025-05-30,Panamax,USA,16.32,386.3,0.203
2025-05-31,Panamax,USA,15.88,401.5,0.305
2025-06-01,Panamax,USA,15.84,390.0,0.472
2025-06-02,Panamax,USA,15.96,383.0,0.331
2025-06-03,Panamax,USA,15.5,389.7,0.323
2025-06-04,Panamax,USA,15.02,356.3,0.225
2025-06-05,Panamax,USA,14.64,417.4,0.49
2025-06-06,Panamax,USA,14.75,424.3,0.279
2025-06-07,Panamax,USA,14.68,371.7,0.39
2025-06-08,Panamax,USA,14.55,375.4,0.278
2025-06-09,Panamax,USA,14.76,372.5,0.314
2025-06-10,Panamax,USA,14.78,378.1,0.154
2025-06-11,Panamax,USA,14.7,370.9,0.143
2025-06-12,Panamax,USA,14.8,395.8,0.344
2025-06-13,Panamax,USA,14.3,372.6,0.272
2025-06-14,Panamax,USA,14.21,389.6,0.247
2025-06-15,Panamax,USA,13.77,409.2,0.164
2025-06-16,Panamax,USA,13.91,369.9,0.278
2025-06-17,Panamax,USA,13.88,385.0,0.257
2025-06-18,Panamax,USA,14.1,391.5,0.413
2025-06-19,Panamax,USA,14.04,366.6,0.281
2025-06-20,Panamax,USA,13.96,390.0,0.302
2025-06-21,Panamax,USA,13.78,399.2,0.12
2025-06-22,Panamax,USA,13.66,431.5,0.427
2025-06-23,Panamax,USA,13.59,411.0,0.459
2025-06-24,Panamax,USA,13.66,397.9,0.451
2025-06-25,Panamax,USA,13.54,393.8,0.331
2025-06-26,Panamax,USA,13.76,409.9,0.255
2025-06-27,Panamax,USA,13.33,395.9,0.35
2025-06-28,Panamax,USA,13.8,412.7,0.512
2025-06-29,Panamax,USA,13.85,368.4,0.129
2025-06-30,Panamax,USA,13.51,404.9,0.535
2025-07-01,Panamax,USA,13.52,400.3,0.138
2025-07-02,Panamax,USA,13.53,400.5,0.269
2025-07-03,Panamax,USA,13.82,414.2,0.34
2025-07-04,Panamax,USA,13.62,390.9,0.299
2025-07-05,Panamax,USA,13.97,418.0,0.529
2025-07-06,Panamax,USA,13.67,440.5,0.245
2025-07-07,Panamax,USA,13.48,362.3,0.375
2025-07-08,Panamax,USA,13.48,429.8,0.386
2025-07-09,Panamax,USA,13.55,409.0,0.381
2025-07-10,Panamax,USA,13.32,404.9,0.303
2025-07-11,Panamax,USA,12.99,356.9,0.24
2025-07-12,Panamax,USA,12.5,377.8,0.263
2025-07-13,Panamax,USA,12.5,393.6,0.276
2025-07-14,Panamax,USA,12.63,402.0,0.342
2025-07-15,Panamax,USA,12.2,408.9,0.148
2025-07-16,Panamax,USA,11.97,411.3,0.238
2025-07-17,Panamax,USA,11.73,403.0,0.105
2025-07-18,Panamax,USA,11.98,386.6,0.209
2025-07-19,Panamax,USA,11.71,404.6,0.438
2025-07-20,Panamax,USA,11.71,413.9,0.42
2025-07-21,Panamax,USA,11.9,383.8,0.191
2025-07-22,Panamax,USA,12.2,399.5,0.503
2025-07-23,Panamax,USA,12.38,405.6,0.369
2025-07-24,Panamax,USA,11.94,402.6,0.249
2025-07-25,Panamax,USA,11.88,417.2,0.312
2025-07-26,Panamax,USA,11.82,385.6,0.377
2025-07-27,Panamax,USA,12.09,373.7,0.078
2025-07-28,Panamax,USA,12.11,402.2,0.083
2025-07-29,Panamax,USA,11.9,411.1,0.069
2025-07-30,Panamax,USA,11.73,444.0,0.221
2025-07-31,Panamax,USA,11.82,400.4,0.416
2025-08-01,Panamax,USA,11.55,383.7,0.168
2025-08-02,Panamax,USA,11.6,402.2,0.439
2025-08-03,Panamax,USA,11.64,371.8,0.323
2025-08-04,Panamax,USA,11.91,424.8,0.454
2025-08-05,Panamax,USA,11.78,405.0,0.415
2025-08-06,Panamax,USA,11.68,404.3,0.23
2025-08-07,Panamax,USA,11.58,446.5,0.161
2025-08-08,Panamax,USA,11.4,402.4,0.0
2025-08-09,Panamax,USA,11.58,426.5,0.183
2025-08-10,Panamax,USA,11.69,420.4,0.309
2025-08-11,Panamax,USA,11.86,423.9,0.139
2025-08-12,Panamax,USA,11.89,406.6,0.254
2025-08-13,Panamax,USA,12.2,427.0,0.252
2025-08-14,Panamax,USA,12.26,386.6,0.248
2025-08-15,Panamax,USA,12.53,416.5,0.214
2025-08-16,Panamax,USA,12.7,440.5,0.222
2025-08-17,Panamax,USA,12.56,405.0,0.285
2025-08-18,Panamax,USA,12.37,396.6,0.0
2025-08-19,Panamax,USA,12.44,376.8,0.05
2025-08-20,Panamax,USA,12.75,419.7,0.212
2025-08-21,Panamax,USA,12.44,380.9,0.609
2025-08-22,Panamax,USA,12.39,400.4,0.0
2025-08-23,Panamax,USA,12.73,386.3,0.276
2025-08-24,Panamax,USA,12.32,404.9,0.322
2025-08-25,Panamax,USA,12.44,414.3,0.253
2025-08-26,Panamax,USA,12.13,399.4,0.197
2025-08-27,Panamax,USA,11.85,414.6,0.215
2025-08-28,Panamax,USA,11.64,378.9,0.289
2025-08-29,Panamax,USA,11.99,405.9,0.152
2025-08-30,Panamax,USA,12.05,408.1,0.0
2025-08-31,Panamax,USA,12.1,405.8,0.286
2025-09-01,Panamax,USA,12.08,408.2,0.08
2025-09-02,Panamax,USA,12.36,404.7,0.424
2025-09-03,Panamax,USA,12.96,370.7,0.334
2025-09-04,Panamax,USA,13.1,400.1,0.083
2025-09-05,Panamax,USA,12.95,396.8,0.148
2025-09-06,Panamax,USA,12.39,376.9,0.04
2025-09-07,Panamax,USA,12.03,419.1,0.055
2025-09-08,Panamax,USA,12.32,401.9,0.295
2025-09-09,Panamax,USA,11.71,420.1,0.291
2025-09-10,Panamax,USA,11.55,404.3,0.093
2025-09-11,Panamax,USA,11.28,420.4,0.366
2025-09-12,Panamax,USA,11.32,423.7,0.109
2025-09-13,Panamax,USA,11.08,390.1,0.319
2025-09-14,Panamax,USA,11.39,416.8,0.231
2025-09-15,Panamax,USA,11.38,401.9,0.063
2025-09-16,Panamax,USA,11.66,387.9,0.0
2025-09-17,Panamax,USA,12.26,405.6,0.381
2025-09-18,Panamax,USA,12.04,410.1,0.0
2025-09-19,Panamax,USA,12.63,391.0,0.348
2025-09-20,Panamax,USA,12.82,437.3,0.252
2025-09-21,Panamax,USA,12.47,407.8,0.342
2025-09-22,Panamax,USA,12.78,398.0,0.273
2025-09-23,Panamax,USA,12.19,400.2,0.186
2025-09-24,Panamax,USA,11.82,387.9,0.26
2025-09-25,Panamax,USA,12.14,400.1,0.487
2025-09-26,Panamax,USA,12.21,416.9,0.378
2025-09-27,Panamax,USA,12.16,404.3,0.053
2025-09-28,Panamax,USA,11.92,398.6,0.224
2025-09-29,Panamax,USA,12.4,399.9,0.121
2025-09-30,Panamax,USA,12.78,394.1,0.374
2025-10-01,Panamax,USA,13.02,424.6,0.208
2025-10-02,Panamax,USA,13.62,398.4,0.339
2025-10-03,Panamax,USA,13.66,414.3,0.284
2025-10-04,Panamax,USA,13.57,414.4,0.164
2025-10-05,Panamax,USA,13.18,395.0,0.239
2025-10-06,Panamax,USA,13.11,435.2,0.379
2025-10-07,Panamax,USA,12.97,389.2,0.321
2025-10-08,Panamax,USA,12.9,384.7,0.381
2025-10-09,Panamax,USA,12.0,407.8,0.166
2025-10-10,Panamax,USA,11.92,402.1,0.142
2025-10-11,Panamax,USA,11.29,407.0,0.428
2025-10-12,Panamax,USA,11.19,407.0,0.0
2025-10-13,Panamax,USA,10.99,404.6,0.172
2025-10-14,Panamax,USA,11.25,438.5,0.0
2025-10-15,Panamax,USA,11.54,410.1,0.383
2025-10-16,Panamax,USA,11.66,427.6,0.188
2025-10-17,Panamax,USA,11.14,414.2,0.378
2025-10-18,Panamax,USA,11.64,413.5,0.414
2025-10-19,Panamax,USA,12.21,410.4,0.062
2025-10-20,Panamax,USA,11.94,419.0,0.0
2025-10-21,Panamax,USA,12.55,411.2,0.33
2025-10-22,Panamax,USA,12.56,464.8,0.377
2025-10-23,Panamax,USA,12.77,424.6,0.362
2025-10-24,Panamax,USA,12.96,394.9,0.142
2025-10-25,Panamax,USA,12.96,388.1,0.49
2025-10-26,Panamax,USA,12.78,403.0,0.222
2025-10-27,Panamax,USA,13.42,411.4,0.477
2025-10-28,Panamax,USA,12.91,413.9,0.327
2025-10-29,Panamax,USA,12.29,453.0,0.419
2025-10-30,Panamax,USA,12.22,400.7,0.293
2025-10-31,Panamax,USA,12.91,417.2,0.167
2025-11-01,Panamax,USA,12.56,423.6,0.508
2025-11-02,Panamax,USA,12.84,423.3,0.091
2025-11-03,Panamax,USA,13.37,403.3,0.265
2025-11-04,Panamax,USA,12.97,416.5,0.432
2025-11-05,Panamax,USA,12.76,422.6,0.245
2025-11-06,Panamax,USA,12.74,413.0,0.296
2025-11-07,Panamax,USA,13.11,419.3,0.231
2025-11-08,Panamax,USA,13.35,421.6,0.203
2025-11-09,Panamax,USA,12.66,424.2,0.337
2025-11-10,Panamax,USA,12.38,402.3,0.109
2025-11-11,Panamax,USA,12.57,406.8,0.246
2025-11-12,Panamax,USA,12.29,436.3,0.195
2025-11-13,Panamax,USA,12.57,390.2,0.391
2025-11-14,Panamax,USA,13.04,408.6,0.409
2025-11-15,Panamax,USA,12.88,431.1,0.591
2025-11-16,Panamax,USA,12.87,435.1,0.245
2025-11-17,Panamax,USA,13.23,419.1,0.4
2025-11-18,Panamax,USA,13.48,422.9,0.142
2025-11-19,Panamax,USA,13.65,423.2,0.385
2025-11-20,Panamax,USA,13.97,419.9,0.043
2025-11-21,Panamax,USA,13.89,434.9,0.262
2025-11-22,Panamax,USA,13.84,423.3,0.327
2025-11-23,Panamax,USA,13.18,421.5,0.248
2025-11-24,Panamax,USA,13.24,422.2,0.073
2025-11-25,Panamax,USA,13.04,389.0,0.622
2025-11-26,Panamax,USA,13.5,441.9,0.376
2025-11-27,Panamax,USA,13.18,421.5,0.363
2025-11-28,Panamax,USA,13.53,424.7,0.275
2025-11-29,Panamax,USA,13.77,428.8,0.233
2025-11-30,Panamax,USA,14.49,415.4,0.224
2025-12-01,Panamax,USA,14.41,414.6,0.207
2025-12-02,Panamax,USA,13.87,428.7,0.47
2025-12-03,Panamax,USA,14.12,452.0,0.515
2025-12-04,Panamax,USA,14.38,411.9,0.396
2025-12-05,Panamax,USA,14.59,404.9,0.111
2025-12-06,Panamax,USA,14.45,461.5,0.508
2025-12-07,Panamax,USA,13.9,452.2,0.383
2025-12-08,Panamax,USA,14.42,444.7,0.209
2025-12-09,Panamax,USA,14.67,449.8,0.46
2025-12-10,Panamax,USA,15.03,420.0,0.414
2025-12-11,Panamax,USA,14.95,425.2,0.246
2025-12-12,Panamax,USA,14.84,444.0,0.0
2025-12-13,Panamax,USA,14.38,448.7,0.254
2025-12-14,Panamax,USA,14.23,409.6,0.103
2025-12-15,Panamax,USA,14.02,433.8,0.503
2025-12-16,Panamax,USA,14.78,413.3,0.439
2025-12-17,Panamax,USA,15.34,429.0,0.205
2025-12-18,Panamax,USA,15.4,468.3,0.237
2025-12-19,Panamax,USA,15.62,424.8,0.176
2025-12-20,Panamax,USA,15.64,409.1,0.305
2025-12-21,Panamax,USA,14.8,438.2,0.346
2025-12-22,Panamax,USA,14.61,416.5,0.539
2025-12-23,Panamax,USA,14.69,434.3,0.315
2025-12-24,Panamax,USA,14.68,431.5,0.366
2025-12-25,Panamax,USA,14.59,435.1,0.217
2025-12-26,Panamax,USA,14.23,415.0,0.508
2025-12-27,Panamax,USA,14.74,436.6,0.274
2025-12-28,Panamax,USA,14.37,425.2,0.216
2025-12-29,Panamax,USA,14.7,433.8,0.187
2025-12-30,Panamax,USA,14.37,435.6,0.358
2023-01-01,Capesize,Australia,4.81,456.7,0.684
2023-01-02,Capesize,Australia,4.89,456.0,0.255
2023-01-03,Capesize,Australia,5.0,466.8,0.747
2023-01-04,Capesize,Australia,5.05,464.5,0.544
2023-01-05,Capesize,Australia,5.11,438.4,0.399
2023-01-06,Capesize,Australia,5.21,461.9,0.545
2023-01-07,Capesize,Australia,5.09,462.4,0.668
2023-01-08,Capesize,Australia,5.15,466.5,0.386
2023-01-09,Capesize,Australia,5.14,460.7,0.411
2023-01-10,Capesize,Australia,5.21,448.8,0.514
2023-01-11,Capesize,Australia,5.24,455.9,0.476
2023-01-12,Capesize,Australia,5.27,451.7,0.44
2023-01-13,Capesize,Australia,5.28,467.9,0.375
2023-01-14,Capesize,Australia,5.28,479.7,0.42
2023-01-15,Capesize,Australia,5.29,460.9,0.51
2023-01-16,Capesize,Australia,5.5,455.8,0.548
2023-01-17,Capesize,Australia,5.48,456.7,0.591
2023-01-18,Capesize,Australia,5.54,494.6,0.447
2023-01-19,Capesize,Australia,5.52,445.1,0.427
2023-01-20,Capesize,Australia,5.45,456.9,0.57
2023-01-21,Capesize,Australia,5.48,459.8,0.524
2023-01-22,Capesize,Australia,5.43,460.1,0.62
2023-01-23,Capesize,Australia,5.41,449.4,0.361
2023-01-24,Capesize,Australia,5.33,463.8,0.603
2023-01-25,Capesize,Australia,5.4,476.6,0.383
2023-01-26,Capesize,Australia,5.53,468.8,0.33
2023-01-27,Capesize,Australia,5.65,438.2,0.531
2023-01-28,Capesize,Australia,5.71,453.1,0.417
2023-01-29,Capesize,Australia,5.69,462.5,0.444
2023-01-30,Capesize,Australia,5.75,445.2,0.556
2023-01-31,Capesize,Australia,5.67,458.5,0.438
2023-02-01,Capesize,Australia,5.56,465.7,0.442
2023-02-02,Capesize,Australia,5.58,477.4,0.435
2023-02-03,Capesize,Australia,5.58,460.4,0.317
2023-02-04,Capesize,Australia,5.73,460.8,0.817
2023-02-05,Capesize,Australia,5.81,488.5,0.255
2023-02-06,Capesize,Australia,5.66,472.5,0.418
2023-02-07,Capesize,Australia,5.64,471.1,0.628
2023-02-08,Capesize,Australia,5.63,457.6,0.585
2023-02-09,Capesize,Australia,5.64,434.8,0.509
2023-02-10,Capesize,Australia,5.66,463.8,0.581
2023-02-11,Capesize,Australia,5.69,479.6,0.672
2023-02-12,Capesize,Australia,5.7,471.4,0.481
2023-02-13,Capesize,Australia,5.67,465.4,0.532
2023-02-14,Capesize,Australia,5.59,485.4,0.316
2023-02-15,Capesize,Australia,5.64,464.3,0.583
2023-02-16,Capesize,Australia,5.7,469.3,0.35
2023-02-17,Capesize,Australia,5.59,475.5,0.381
2023-02-18,Capesize,Australia,5.53,473.5,0.302
2023-02-19,Capesize,Australia,5.49,481.8,0.486
2023-02-20,Capesize,Australia,5.43,464.7,0.319
2023-02-21,Capesize,Australia,5.48,475.5,0.604
2023-02-22,Capesize,Australia,5.49,438.2,0.352
2023-02-23,Capesize,Australia,5.35,461.0,0.856
2023-02-24,Capesize,Australia,5.29,464.1,0.512
2023-02-25,Capesize,Australia,5.27,455.0,0.731
2023-02-26,Capesize,Australia,5.26,485.6,0.224
2023-02-27,Capesize,Australia,5.27,487.4,0.342
2023-02-28,Capesize,Australia,5.36,469.4,0.882
2023-03-01,Capesize,Australia,5.36,463.9,0.541
2023-03-02,Capesize,Australia,5.39,457.7,0.685
2023-03-03,Capesize,Australia,5.44,484.6,0.762
2023-03-04,Capesize,Australia,5.47,465.8,0.548
2023-03-05,Capesize,Australia,5.54,455.8,0.458
2023-03-06,Capesize,Australia,5.45,472.4,0.509
2023-03-07,Capesize,Australia,5.37,472.4,0.59
2023-03-08,Capesize,Australia,5.42,459.7,0.319
2023-03-09,Capesize,Australia,5.42,459.5,0.393
2023-03-10,Capesize,Australia,5.44,473.9,0.422
2023-03-11,Capesize,Australia,5.45,463.6,0.664
2023-03-12,Capesize,Australia,5.38,458.9,0.501
2023-03-13,Capesize,Australia,5.4,487.7,0.556
2023-03-14,Capesize,Australia,5.48,474.0,0.507
2023-03-15,Capesize,Australia,5.39,497.7,0.727
2023-03-16,Capesize,Australia,5.45,488.7,0.525
2023-03-17,Capesize,Australia,5.38,479.6,0.397
2023-03-18,Capesize,Australia,5.44,453.7,0.396
2023-03-19,Capesize,Australia,5.33,469.0,0.455
2023-03-20,Capesize,Australia,5.32,495.0,0.511
2023-03-21,Capesize,Australia,5.27,478.3,0.687
2023-03-22,Capesize,Australia,5.24,459.5,0.222
2023-03-23,Capesize,Australia,5.18,461.3,0.393
2023-03-24,Capesize,Australia,5.23,464.7,0.589
2023-03-25,Capesize,Australia,5.19,472.0,0.706
2023-03-26,Capesize,Australia,5.24,509.0,0.763
2023-03-27,Capesize,Australia,5.2,470.8,0.366
2023-03-28,Capesize,Australia,5.12,474.3,0.484
2023-03-29,Capesize,Australia,5.15,460.5,0.291
2023-03-30,Capesize,Australia,5.05,485.3,0.549
2023-03-31,Capesize,Australia,4.99,484.3,0.462
2023-04-01,Capesize,Australia,4.76,464.0,0.47
2023-04-02,Capesize,Australia,4.85,477.4,0.57
2023-04-03,Capesize,Australia,4.83,483.7,0.643
2023-04-04,Capesize,Australia,4.92,488.1,0.663
2023-04-05,Capesize,Australia,4.93,488.7,0.398
2023-04-06,Capesize,Australia,5.0,485.0,0.81
2023-04-07,Capesize,Australia,5.03,475.8,0.381
2023-04-08,Capesize,Australia,5.05,450.2,0.484
2023-04-09,Capesize,Australia,5.14,465.2,0.459
2023-04-10,Capesize,Australia,5.13,487.8,0.0
2023-04-11,Capesize,Australia,5.13,510.1,0.195
2023-04-12,Capesize,Australia,4.99,473.8,0.542
2023-04-13,Capesize,Australia,4.9,478.0,0.498
2023-04-14,Capesize,Australia,4.97,492.6,0.31
2023-04-15,Capesize,Australia,4.9,471.3,0.505
2023-04-16,Capesize,Australia,5.04,466.1,0.654
2023-04-17,Capesize,Australia,5.14,472.6,0.216
2023-04-18,Capesize,Australia,5.18,472.3,0.75
2023-04-19,Capesize,Australia,5.06,491.7,0.312
2023-04-20,Capesize,Australia,5.13,455.2,0.67
2023-04-21,Capesize,Australia,5.16,490.0,0.661
2023-04-22,Capesize,Australia,5.15,476.1,0.566
2023-04-23,Capesize,Australia,5.09,463.9,0.473
2023-04-24,Capesize,Australia,5.21,491.3,0.597
2023-04-25,Capesize,Australia,5.22,490.2,0.452
2023-04-26,Capesize,Australia,5.21,454.6,0.475
2023-04-27,Capesize,Australia,5.31,475.4,0.537
2023-04-28,Capesize,Australia,5.27,502.1,0.638
2023-04-29,Capesize,Australia,5.19,489.4,0.588
2023-04-30,Capesize,Australia,5.33,475.6,0.223
2023-05-01,Capesize,Australia,5.34,482.6,0.601
2023-05-02,Capesize,Australia,5.34,466.1,0.496
2023-05-03,Capesize,Australia,5.31,473.9,0.636
